city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,sorted_prices
radom,1,71.24,3.0,4.0,4.0,1990.0,51.4008193,21.1410503,0.25,29.0,0.189,0.236,0.051,0.215,0.223,0.401,0.313,brick,1,0,1,0,0,1,"[570000, 570000, 570000, 570000, 570000, 570000, 570000]"
radom,3,40.57,2.0,3.0,3.0,1940.0,51.4001159,21.1647981,1.59,29.0,0.048,0.38,0.291,0.142,0.153,0.506,0.084,brick,1,1,1,0,0,1,"[350000, 350000, 350000, 350000, 350000, 350000, 339000]"
radom,3,74.68,3.0,2.0,2.0,1930.0,51.4024055,21.159545,1.19,66.0,0.058,0.142,0.1,0.293,0.033,0.24,0.244,brick,1,1,0,0,0,0,"[620000, 549000, 549000, 580000, 530000, 530000, 530000]"
radom,2,63.0,3.0,2.0,4.0,1960.0,51.4062,21.1674,1.77,18.0,0.238,0.233,0.659,0.245,0.276,0.283,0.145,brick,0,0,1,0,0,1,"[339000, 339000, 339000, 339000, 339000, 339000, 339000]"
radom,2,35.12,2.0,3.0,4.0,1973.0,51.4076106,21.1756542,2.36,17.0,0.325,0.288,0.384,0.173,0.173,0.079,0.095,concreteSlab,0,0,1,0,0,1,"[249000, 249000, 249000, 249000, 239000, 239000, 239000]"
radom,3,74.5,4.0,1.0,2.0,1900.0,51.4003942,21.1600098,1.25,58.0,0.284,0.29,0.325,0.349,0.02,0.434,0.258,brick,0,0,1,0,0,1,"[399000, 399000, 399000, 399000, 399000, 399000, 399000]"
radom,2,46.7,2.0,10.0,10.0,1978.0,51.4140413,21.15582942,1.55,11.0,0.154,0.496,0.281,0.438,0.465,0.912,0.477,concreteSlab,1,0,0,1,0,0,"[320000, 320000, 320000, 320000, 320000, 320000, 320000]"
radom,2,61.44,3.0,3.0,4.0,1979.0,51.38062475,21.1575292,2.7,17.0,0.259,0.362,0.112,0.137,0.075,1.65,0.131,concreteSlab,0,0,1,0,0,1,"[365000, 365000, 365000, 365000, 365000, 365000, 365000]"
radom,2,42.4,2.0,4.0,10.0,1969.0,51.4140413,21.15582942,1.55,11.0,0.154,0.496,0.281,0.438,0.465,0.912,0.477,concreteSlab,0,0,1,1,0,1,"[259000, 249000, 249000, 249000, 239000, 239000, 219900]"
radom,3,90.0,3.0,2.0,4.0,1945.0,51.3979307,21.1537596,0.97,54.0,0.067,0.458,0.204,0.357,0.063,0.48,0.028,brick,0,1,1,0,0,1,"[629000, 629000, 629000, 629000, 550000, 550000, 585000]"
radom,2,53.8,3.0,4.0,4.0,1980.0,51.3775745,21.15264141,2.91,10.0,0.301,0.8,0.428,0.324,0.555,1.556,0.31,concreteSlab,1,0,1,0,0,1,"[309900, 309900, 309900, 309900, 309900, 309900, 309900]"
radom,2,46.0,2.0,3.0,4.0,1973.0,51.39146305,21.12472663,1.77,12.0,0.263,0.412,0.205,0.244,0.368,0.928,0.353,brick,0,0,1,0,0,1,"[259000, 259000, 270000, 270000, 270000, 270000, 270000]"
radom,2,104.0,4.0,2.0,5.0,1996.0,51.4023589,21.1607812,1.28,57.0,0.112,0.072,0.156,0.333,0.098,0.209,0.288,brick,0,1,1,0,0,1,"[650000, 650000, 650000, 630000, 630000, 630000, 630000]"
radom,2,29.75,1.0,8.0,10.0,1979.0,51.37680615,21.15204157,2.98,10.0,0.3,0.879,0.476,0.32,0.646,1.574,0.249,concreteSlab,1,0,1,1,0,1,"[220000, 220000, 220000, 220000, 220000, 220000, 220000]"
radom,2,55.5,2.0,3.0,4.0,1950.0,51.395571,21.1527896,1.09,37.0,0.07,0.466,0.449,0.123,0.184,0.626,0.104,brick,1,0,0,0,0,1,"[419000, 419000, 419000, 419000, 419000, 399000, 399000]"
radom,2,92.39,3.0,1.0,3.0,1960.0,51.3912449,21.1518997,1.46,21.0,0.341,0.557,0.272,0.439,0.095,0.773,0.348,brick,1,0,0,0,0,0,"[475000, 475000, 475000, 475000, 475000, 475000, 475000]"
rzeszow,1,67.0,3.0,2.0,19.0,2017.0,50.04938,21.99951,1.39,11.0,0.157,0.813,0.612,0.529,0.259,0.197,0.193,brick,1,0,1,1,0,0,"[770500, 770500, 770500, 770500, 770500, 770500, 770500]"
katowice,2,79.0,3.0,1.0,4.0,1970.0,50.26322913,19.02132511,0.45,48.0,0.153,0.147,0.495,0.104,0.187,0.17,0.256,brick,1,0,1,0,0,1,"[715000, 715000, 715000, 715000, 715000, 715000, 715000]"
katowice,2,47.0,2.0,2.0,4.0,1970.0,50.2743361,19.02343163,1.69,10.0,0.304,0.342,0.361,0.176,0.362,0.911,0.11,brick,1,0,0,0,0,1,"[375000, 369000, 369000, 369000, 369000, 369000, 369000]"
katowice,3,74.82,3.0,3.0,4.0,1920.0,50.2571845,19.0209798,0.26,103.0,0.288,0.376,0.113,0.597,0.081,0.222,0.133,brick,1,0,1,0,0,1,"[745000, 745000, 745000, 745000, 745000, 745000, 745000]"
katowice,2,64.49,3.0,4.0,4.0,1979.0,50.2384,19.0881,5.4,4.0,0.571,3.826,0.426,0.59,0.745,2.874,0.322,concreteSlab,0,0,1,0,0,1,"[320000, 320000, 320000, 315000, 315000, 315000, 315000]"
katowice,3,94.76,5.0,3.0,4.0,1900.0,50.2648919,19.0237815,0.69,24.0,0.382,0.168,0.289,0.298,0.141,0.375,0.219,brick,1,0,1,0,0,1,"[710700, 710700, 710700, 710700, 710700, 710700, 710700]"
katowice,3,34.18,2.0,2.0,3.0,1925.0,50.2766701,19.0696918,4.05,9.0,0.249,1.64,0.141,0.098,0.159,0.679,0.081,brick,1,0,0,0,0,1,"[250000, 250000, 250000, 250000, 250000, 250000, 250000]"
katowice,3,148.67,5.0,2.0,3.0,1902.0,50.25467,19.01536,0.6,38.0,0.283,0.507,0.263,0.353,0.049,0.445,0.161,brick,1,0,1,0,0,1,"[990000, 990000, 990000, 990000, 990000, 990000, 990000]"
katowice,3,90.0,3.0,5.0,5.0,1950.0,50.25595595,19.02043247,0.38,85.0,0.165,0.459,0.237,0.504,0.034,0.363,0.109,brick,1,0,0,0,0,1,"[430000, 430000, 430000, 430000, 430000, 430000, 430000]"
lublin,2,59.0,3.0,4.0,4.0,1995.0,51.2328,22.5167,3.92,22.0,0.326,0.996,0.342,0.074,0.422,1.012,0.333,brick,1,1,0,0,0,1,"[489000, 470000, 470000, 470000, 470000, 470000, 470000]"
lublin,2,83.0,4.0,2.0,2.0,2000.0,51.27000627,22.56406784,2.5,1.0,0.611,1.12,1.058,0.72,0.688,0.477,0.501,brick,0,1,0,0,0,1,"[719000, 719000, 719000, 719000, 719000, 719000, 719000]"
lublin,1,61.74,3.0,4.0,9.0,2018.0,51.23526905,22.58489772,1.82,16.0,0.214,0.408,0.511,0.177,0.143,0.542,0.404,brick,1,1,1,1,0,0,"[649000, 629000, 629000, 629000, 629000, 629000, 629000]"
lublin,2,67.5,4.0,4.0,4.0,1996.0,51.25332053,22.5172615,3.57,15.0,0.416,0.528,0.174,0.216,0.183,1.44,0.207,brick,0,0,1,0,0,1,"[559000, 559000, 559000, 539000, 539000, 539000, 529000]"
lublin,2,72.2,4.0,2.0,4.0,1978.0,51.23925575,22.54768371,1.68,19.0,0.419,1.285,0.349,0.053,0.103,0.533,0.167,concreteSlab,0,0,1,0,0,1,"[629000, 629000, 619000, 619000, 619000, 619000, 619000]"
lublin,2,58.6,2.0,4.0,4.0,1989.0,51.23138855,22.5164974,4.0,21.0,0.198,1.153,0.26,0.071,0.314,1.155,0.242,concreteSlab,1,0,1,0,0,1,"[520000, 520000, 499000, 499000, 499000, 499000, 499000]"
lublin,2,90.0,3.0,3.0,4.0,1970.0,51.24312611,22.55729198,0.89,38.0,0.133,0.789,0.523,0.139,0.219,0.182,0.192,brick,1,1,1,0,0,1,"[830000, 830000, 830000, 830000, 830000, 830000, 830000]"
lublin,2,48.07,2.0,4.0,4.0,1970.0,51.21940675,22.5519333,3.33,0.0,0.65,1.646,1.057,0.584,0.646,1.161,1.055,brick,0,0,1,0,0,1,"[333000, 333000, 333000, 333000, 333000, 333000, 333000]"
lublin,2,61.2,3.0,4.0,4.0,1980.0,51.2328,22.5167,3.92,22.0,0.326,0.996,0.342,0.074,0.422,1.012,0.333,concreteSlab,0,0,1,0,0,1,"[439000, 439000, 439000, 439000, 439000, 439000, 439000]"
czestochowa,2,84.85,4.0,1.0,3.0,2001.0,50.823,19.0906,2.96,3.0,0.788,2.074,0.488,0.384,0.548,1.712,0.602,brick,0,0,1,0,0,0,"[549000, 549000, 549000, 549000, 529000, 529000, 529000]"
warszawa,3,85.07,3.0,2.0,4.0,1936.0,52.1909691,21.0226808,4.71,18.0,0.049,0.168,0.642,0.164,0.098,1.325,0.403,brick,1,0,0,1,0,1,"[2150000, 2150000, 2150000, 2250000, 2250000, 2300000, 2300000]"
warszawa,3,57.13,3.0,1.0,4.0,1900.0,52.25868783,21.05433225,4.58,19.0,0.18,0.249,0.502,0.115,0.599,0.232,0.133,brick,1,0,1,0,0,0,"[1150000, 1150000, 1150000, 1150000, 1150000, 1150000, 1150000]"
warszawa,2,51.15,2.0,1.0,2.0,2021.0,52.1645326,21.11336657,10.57,5.0,1.687,4.056,0.22,1.076,0.209,3.984,0.243,brick,1,1,0,1,0,1,"[810000, 810000, 810000, 879780, 879780, 879780, 879780]"
warszawa,3,77.58,3.0,2.0,4.0,1938.0,52.27180025,20.98443706,4.64,32.0,0.349,0.148,0.361,0.113,0.168,0.848,0.033,brick,1,0,0,1,0,0,"[1850283, 1850283, 1850283, 1850283, 1850283, 1850283, 1850283]"
warszawa,2,86.5,5.0,11.0,11.0,1984.0,52.3161797,20.9523323,10.02,10.0,0.294,0.569,0.171,0.359,0.518,0.265,0.19,concreteSlab,1,0,0,1,0,1,"[1270000, 1270000, 1270000, 1270000, 1270000, 1270000, 1270000]"
warszawa,2,75.0,4.0,2.0,3.0,1992.0,52.1486353,21.0308888,9.42,12.0,0.354,0.355,0.486,0.393,0.111,0.751,0.129,brick,1,1,1,0,0,1,"[1150000, 1150000, 1150000, 1150000, 1150000, 1150000, 1150000]"
warszawa,2,60.0,3.0,2.0,4.0,1985.0,52.2257015,21.10648318,7.04,10.0,0.425,0.841,0.326,0.284,0.344,1.663,0.175,brick,0,0,1,0,0,1,"[790000, 770000, 770000, 770000, 775000, 775000, 760000]"
warszawa,3,62.67,2.0,2.0,3.0,1938.0,52.2111886,21.0473159,3.75,10.0,0.036,1.038,0.59,0.279,0.052,2.095,0.423,brick,0,0,1,0,0,1,"[1120000, 1120000, 1120000, 1120000, 1120000, 1089000, 1089000]"
warszawa,2,67.6,3.0,2.0,3.0,1980.0,52.2296756,21.0122287,0.63,113.0,0.243,0.131,0.26,0.274,0.059,0.229,0.142,concreteSlab,1,0,0,0,0,1,"[725000, 725000, 725000, 725000, 725000, 725000, 725000]"
warszawa,1,36.0,2.0,6.0,8.0,1964.0,52.2348437,21.0114411,0.64,88.0,0.227,0.465,0.077,0.384,0.068,0.151,0.133,concreteSlab,0,0,0,1,0,0,"[640000, 850000, 850000, 850000, 850000, 850000, 850000]"
warszawa,2,57.2,4.0,8.0,10.0,1970.0,52.20291809,21.05051875,4.53,12.0,0.344,0.386,0.499,0.233,0.238,2.453,0.169,concreteSlab,0,0,1,1,0,1,"[740000, 740000, 740000, 740000, 740000, 740000, 740000]"
warszawa,1,69.0,2.0,1.0,5.0,2018.0,52.2538943,21.0441759,3.71,51.0,0.339,0.199,0.269,0.198,0.119,0.209,0.143,brick,1,1,1,1,0,0,"[1794000, 1794000, 1794000, 1794000, 1794000, 1794000, 1794000]"
warszawa,3,53.0,2.0,2.0,2.0,1947.0,52.2705174,20.976155,4.7,34.0,0.413,0.088,0.476,0.05,0.096,0.787,0.017,brick,0,0,0,1,0,1,"[990000, 990000, 990000, 990000, 990000, 990000, 990000]"
warszawa,3,86.0,5.0,5.0,5.0,1950.0,52.2070003,21.0483483,4.11,14.0,0.324,0.604,0.314,0.249,0.239,2.243,0.064,brick,1,0,0,1,0,0,"[1500000, 1500000, 1500000, 1500000, 1500000, 1500000, 1500000]"
warszawa,3,100.0,3.0,1.0,4.0,1938.0,52.20471373,21.00637436,3.01,21.0,0.413,0.195,0.359,0.079,0.19,0.456,0.201,brick,1,0,1,0,0,1,"[2499999, 2499999, 2499999, 2499999, 2499999, 2499999, 2599999]"
warszawa,1,62.42,3.0,1.0,4.0,2016.0,52.16530335,21.08107956,9.08,30.0,0.501,1.957,0.221,0.193,0.184,2.534,0.165,brick,1,1,1,1,0,0,"[1310820, 1310820, 1310820, 1310820, 1310820, 1310820, 1310820]"
warszawa,1,36.0,2.0,3.0,8.0,2015.0,52.2306557,20.975674,1.9,32.0,0.225,0.458,0.724,0.112,0.036,1.785,0.167,brick,1,1,0,1,0,0,"[849000, 849000, 849000, 849000, 849000, 849000, 849000]"
warszawa,1,92.0,3.0,3.0,3.0,2006.0,52.2158023,21.0434787,3.24,7.0,0.124,1.544,1.158,0.281,0.444,1.656,0.978,brick,1,1,0,0,0,0,"[1600000, 1600000, 1600000, 1600000, 1600000, 1600000, 1600000]"
warszawa,3,64.0,2.0,4.0,4.0,1933.0,52.21667877,20.97779274,2.42,23.0,0.052,0.526,0.22,0.127,0.115,0.71,0.194,brick,1,0,1,0,0,1,"[990000, 990000, 990000, 990000, 990000, 990000, 990000]"
warszawa,1,80.0,3.0,29.0,29.0,2005.0,52.2319163,20.9877474,1.08,66.0,0.021,0.137,0.2,0.141,0.153,1.197,0.086,brick,1,0,0,1,0,0,"[2200000, 2200000, 2200000, 2200000, 2200000, 2200000, 2200000]"
warszawa,1,90.86,3.0,6.0,6.0,2019.0,52.1836721,21.0456837,6.06,7.0,0.218,0.215,0.395,0.493,0.103,3.038,0.416,brick,1,1,1,1,0,0,"[1880000, 1880000, 1880000, 1880000, 1880000, 1880000, 1880000]"
warszawa,2,64.0,3.0,9.0,11.0,1985.0,52.15214895,21.03427126,9.09,23.0,0.137,0.405,0.213,0.105,0.192,0.867,0.273,concreteSlab,1,0,1,1,0,1,"[850000, 850000, 895000, 895000, 895000, 895000, 895000]"
warszawa,2,72.0,3.0,8.0,10.0,2014.0,52.2219685708077,21.0927438824827,6.17,12.0,0.508,0.58,0.464,0.362,0.095,1.858,0.221,brick,1,1,1,1,1,0,"[1150000, 1150000, 1150000, 1150000, 1150000, 1150000, 1150000]"
warszawa,3,81.54,3.0,1.0,3.0,1937.0,52.2464098,21.0626602,4.34,23.0,0.158,0.077,0.065,0.122,0.214,0.467,0.147,brick,0,0,0,0,0,1,"[1280000, 1280000, 1280000, 1280000, 1280000, 1280000, 1280000]"
warszawa,2,113.8,4.0,10.0,10.0,1987.0,52.1414672,21.0526035,10.58,33.0,0.326,0.26,0.254,0.312,0.141,0.932,0.257,concreteSlab,1,1,1,1,0,1,"[1479400, 1479400, 1479400, 1479400, 1479400, 1479400, 1479400]"
warszawa,1,149.2,5.0,1.0,2.0,2001.0,52.171,21.11056,9.94,4.0,1.602,3.814,0.623,0.35,0.249,4.422,0.537,brick,0,1,1,0,0,0,"[1800000, 1800000, 1800000, 1800000, 1800000, 1800000, 1800000]"
warszawa,3,65.35,3.0,1.0,6.0,1939.0,52.24139911,20.99565006,1.2,62.0,0.029,0.199,0.457,0.17,0.03,0.099,0.105,brick,1,0,1,1,0,0,"[1500000, 1500000, 1500000, 1500000, 1500000, 1500000, 1500000]"
warszawa,2,80.0,3.0,3.0,4.0,2009.0,52.14288173,21.05081125,10.39,36.0,0.365,0.393,0.338,0.34,0.162,0.755,0.256,brick,1,1,1,1,0,0,"[1500000, 1500000, 1500000, 1500000, 1500000, 1500000, 1500000]"
warszawa,3,70.0,2.0,4.0,5.0,1950.0,52.2498345,21.0115081,2.09,79.0,0.219,0.538,0.075,0.524,0.019,0.227,0.066,brick,1,0,0,1,0,0,"[910000, 910000, 910000, 910000, 910000, 910000, 910000]"
warszawa,3,67.0,2.0,4.0,5.0,1956.0,52.2380828,20.9785615,1.84,37.0,0.18,0.348,0.303,0.113,0.111,1.16,0.059,brick,1,0,0,1,0,1,"[1005000, 1005000, 1005000, 1005000, 1005000, 1005000, 1005000]"
bydgoszcz,3,40.0,2.0,3.0,3.0,1930.0,53.12334383,18.00798655,0.5,58.0,0.171,0.358,0.097,0.32,0.172,0.329,0.389,brick,1,0,0,0,0,0,"[349000, 349000, 349000, 349000, 349000, 349000, 349000]"
bydgoszcz,3,75.0,5.0,3.0,3.0,1887.0,53.12587623,17.99173583,0.74,13.0,0.232,0.957,0.621,0.251,0.401,0.286,0.459,brick,0,0,0,0,0,0,"[352500, 352500, 352500, 352500, 352500, 352500, 352500]"
bydgoszcz,2,121.2,5.0,1.0,4.0,2006.0,53.13095,18.05265,3.6,10.0,0.321,1.108,0.498,0.339,0.163,0.565,0.403,brick,1,1,1,0,0,1,"[869000, 869000, 869000, 869000, 869000, 869000, 869000]"
bydgoszcz,2,68.79,3.0,3.0,3.0,2002.0,53.1238936,18.0252686,1.65,14.0,0.058,0.833,0.389,0.363,0.29,0.957,0.332,brick,1,1,1,0,0,1,"[549000, 549000, 549000, 539000, 539000, 539000, 539000]"
bydgoszcz,1,78.9,3.0,2.0,2.0,2004.0,53.10838,17.9808,2.02,0.0,0.561,1.181,0.903,0.567,0.715,1.595,0.591,brick,1,0,1,0,0,1,"[640000, 640000, 640000, 640000, 640000, 640000, 640000]"
bydgoszcz,3,39.0,2.0,1.0,4.0,1914.0,53.126,18.0079,0.65,54.0,0.111,0.205,0.351,0.405,0.058,0.622,0.205,brick,0,0,0,0,0,1,"[205000, 205000, 205000, 205000, 205000, 205000, 205000]"
bydgoszcz,2,37.3,2.0,10.0,10.0,1980.0,53.1249837,18.0497523,3.29,21.0,0.4,0.417,0.299,0.172,0.08,0.861,0.155,concreteSlab,0,0,1,1,0,1,"[219000, 219000, 219000, 219000, 219000, 219000, 219000]"
bydgoszcz,3,95.0,4.0,1.0,3.0,1893.0,53.126,18.0079,0.65,54.0,0.111,0.205,0.351,0.405,0.058,0.622,0.205,brick,0,0,0,0,0,1,"[599000, 599000, 599000, 599000, 599000, 599000, 599000]"
bydgoszcz,2,74.0,3.0,1.0,3.0,1959.0,53.1058044,18.0548717,4.04,14.0,0.214,0.313,0.449,0.157,0.406,1.66,0.277,brick,0,0,0,0,0,1,"[389900, 389900, 389900, 389900, 389900, 389900, 389900]"
